index,data
1637,6881
1638,6847
1639,6890
1640,6874
1641,6907
1642,6869
1643,6883
1644,6883
1645,6869
1646,6860
1647,6883
1648,6881
1649,6869
1650,6869
1651,6867
1652,6890
1653,6890
1654,6883
1655,6860
1656,6847
1657,6867
1658,6867
1659,6869
1660,6856
1661,6883
1662,6874
1663,6901
1664,6881
1665,6876
1666,6876
1667,6874
1668,6860
1669,6876
1670,6876
1671,6869
1672,6840
1673,6883
1674,6876
1675,6869
1676,6876
1677,6869
1678,6890
1679,6883
1680,6887
1681,6883
1682,6840
1683,6856
1684,6854
1685,6883
1686,6890
1687,6890
1688,6907
1689,6863
1690,6863
1691,6881
1692,6847
1693,6867
1694,6883
1695,6869
1696,6890
1697,6876
1698,6869
1699,6876
1700,6860
1701,6883
1702,6867
1703,6901
1704,6876
1705,6860
1706,6856
1707,6863
1708,6874
1709,6883
1710,6890
1711,6901
1712,6869
1713,6869
1714,6883
1715,6883
1716,6874
1717,6860
1718,6876
1719,6876
1720,6847
1721,6856
1722,6883
1723,6849
1724,6876
1725,6867
1726,6876
1727,6863
1728,6883
1729,6867
1730,6867
1731,6856
1732,6883
1733,6887
1734,6890
1735,6890
1736,6876
1737,6876
1738,6883
1739,6876
1740,6881
1741,6840
1742,6883
1743,6847
1744,6881
1745,6869
1746,6883
1747,6881
1748,6856
1749,6887
1750,6863
1751,6881
1752,6881
1753,6860
1754,6883
1755,6869
1756,6869
1757,6883
1758,6860
1759,6876
1760,6890
1761,6883
1762,6881
1763,6887
1764,6849
1765,6863
1766,6869
1767,6876
1768,6883
1769,6863
1770,6876
1771,6874
1772,6876
1773,6874
1774,6869
1775,6883
1776,6890
1777,6856
1778,6856
1779,6867
1780,6856
1781,6876
1782,6883
1783,6894
1784,6883
1785,6890
1786,6856
1787,6849
1788,6890
1789,6874
1790,6883
1791,6874
1792,6883
1793,6860
1794,6869
1795,6863
1796,6867
1797,6876
1798,6869
1799,6867
1800,6883
1801,6863
1802,6869
1803,6843
1804,6854
1805,6867
1806,6863
1807,6869
1808,6849
1809,6887
1810,6876
1811,6883
1812,6847
1813,6869
1814,6890
1815,6901
1816,6881
1817,6856
1818,6876
1819,6863
1820,6890
1821,6887
1822,6869
1823,6856
1824,6876
1825,6869
1826,6881
1827,6883
1828,6863
1829,6876
1830,6887
1831,6894
1832,6881
1833,6840
1834,6883
1835,6876
1836,6890
1837,6876
1838,6843
1839,6876
1840,6860
1841,6894
1842,6876
1843,6883
1844,6869
1845,6874
1846,6876
1847,6854
1848,6894
1849,6876
1850,6876
1851,6860
1852,6869
1853,6883
1854,6863
1855,6860
1856,6863
1857,6883
1858,6863
1859,6869
1860,6869
1861,6860
1862,6867
1863,6890
1864,6876
1865,6883
1866,6840
1867,6874
1868,6836
1869,6860
1870,6876
1871,6867
1872,6881
1873,6890
1874,6894
1875,6883
1876,6869
1877,6876
1878,6869
1879,6863
1880,6876
1881,6856
1882,6867
1883,6883
1884,6847
1885,6890
1886,6869
1887,6894
1888,6860
1889,6869
1890,6874
1891,6856
1892,6860
1893,6847
1894,6883
1895,6863
1896,6883
1897,6881
1898,6863
1899,6883
1900,6863
1901,6883
1902,6901
1903,6883
1904,6883
1905,6876
1906,6876
1907,6894
1908,6869
1909,6883
1910,6856
1911,6869
1912,6854
1913,6894
1914,6867
1915,6890
1916,6896
1917,6876
1918,6876
1919,6883
1920,6876
1921,6883
1922,6890
1923,6874
1924,6856
1925,6890
1926,6876
1927,6874
1928,6876
1929,6876
1930,6863
1931,6881
1932,6863
1933,6869
1934,6874
1935,6876
1936,6849
1937,6860
1938,6876
1939,6847
1940,6860
1941,6883
1942,6883
1943,6863
1944,6863
1945,6863
1946,6901
1947,6883
1948,6869
1949,6869
1950,6869
1951,6854
1952,6874
1953,6863
1954,6876
1955,6869
1956,6890
1957,6890
1958,6876
1959,6874
1960,6881
1961,6869
1962,6901
1963,6876
1964,6894
1965,6876
1966,6890
1967,6849
1968,6894
1969,6854
1970,6876
1971,6890
1972,6869
1973,6834
1974,6896
1975,6863
1976,6869
1977,6876
1978,6883
1979,6890
1980,6903
1981,6890
1982,6867
1983,6894
1984,6876
1985,6863
1986,6869
1987,6876
1988,6847
1989,6869
1990,6867
1991,6869
1992,6869
1993,6869
1994,6860
1995,6847
1996,6854
1997,6867
1998,6869
1999,6883
2000,6876
2001,6890
2002,6890
2003,6883
2004,6856
2005,6883
2006,6890
2007,6867
2008,6876
2009,6856
2010,6883
2011,6881
2012,6876
2013,6876
2014,6890
2015,6869
2016,6887
2017,6863
2018,6874
2019,6856
2020,6883
2021,6883
2022,6869
2023,6894
2024,6876
2025,6863
2026,6883
2027,6863
2028,6849
2029,6863
2030,6876
2031,6869
2032,6856
2033,6860
2034,6883
2035,6854
2036,6874
2037,6894
2038,6876
2039,6849
2040,6883
2041,6901
2042,6856
2043,6876
2044,6876
2045,6856
2046,6883
2047,6876
2048,6867
2049,6869
2050,6883
2051,6881
2052,6860
2053,6860
2054,6876
2055,6869
2056,6876
2057,6876
2058,6876
2059,6876
2060,6860
2061,6867
2062,6881
2063,6890
2064,6894
2065,6867
2066,6863
2067,6883
2068,6890
2069,6896
2070,6856
2071,6856
2072,6860
2073,6883
2074,6876
2075,6876
2076,6883
2077,6883
2078,6876
2079,6876
2080,6876
2081,6876
2082,6881
2083,6869
2084,6881
2085,6883
2086,6876
2087,6856
2088,6883
2089,6890
2090,6860
2091,6887
2092,6883
2093,6869
2094,6847
2095,6840
2096,6854
2097,6860
2098,6874
2099,6874
2100,6863
2101,6883
2102,6876
2103,6863
2104,6869
2105,6856
2106,6869
2107,6876
2108,6887
2109,6863
2110,6856
2111,6869
2112,6876
2113,6869
2114,6854
2115,6894
2116,6869
2117,6890
2118,6890
2119,6876
2120,6883
2121,6869
2122,6876
2123,6883
2124,6869
2125,6894
2126,6874
2127,6863
2128,6869
2129,6849
2130,6860
2131,6883
2132,6883
2133,6860
2134,6874
2135,6860
2136,6883
2137,6869
2138,6867
2139,6883
2140,6847
2141,6883
2142,6860
2143,6876
2144,6863
2145,6883
2146,6890
2147,6869
2148,6901
2149,6869
2150,6890
2151,6890
2152,6847
2153,6869
2154,6881
2155,6869
2156,6869
2157,6887
2158,6876
2159,6883
2160,6876
2161,6876
2162,6867
2163,6890
2164,6876
2165,6867
2166,6883
2167,6883
2168,6869
2169,6876
2170,6883
2171,6876
2172,6876
2173,6876
2174,6856
2175,6903
2176,6856
2177,6876
2178,6876
2179,6883
2180,6890
2181,6876
2182,6869
2183,6876
2184,6869
2185,6856
2186,6883
2187,6883
2188,6890
2189,6890
2190,6876
2191,6883
2192,6883
2193,6876
2194,6903
2195,6869
2196,6869
2197,6847
2198,6894
2199,6883
2200,6867
2201,6883
2202,6876
2203,6890
2204,6869
2205,6887
2206,6860
2207,6881
2208,6890
2209,6874
2210,6894
2211,6876
2212,6876
2213,6860
2214,6874
2215,6918
2216,6883
2217,6887
2218,6876
2219,6876
2220,6883
2221,6876
2222,6887
2223,6876
2224,6881
2225,6881
2226,6887
2227,6860
2228,6876
2229,6901
2230,6869
2231,6894
2232,6887
2233,6869
2234,6887
2235,6894
2236,6874
2237,6883
2238,6869
2239,6869
2240,6883
2241,6847
2242,6874
2243,6869
2244,6840
2245,6890
2246,6876
2247,6890
2248,6890
2249,6867
2250,6887
2251,6876
2252,6887
2253,6869
2254,6876
2255,6860
2256,6876
2257,6860
2258,6876
2259,6869
2260,6874
2261,6860
2262,6860
2263,6890
2264,6890
2265,6867
2266,6881
2267,6876
2268,6874
2269,6881
2270,6874
2271,6854
2272,6874
2273,6867
2274,6890
2275,6860
2276,6863
2277,6876
2278,6869
2279,6887
2280,6867
2281,6874
2282,6869
2283,6869
2284,6894
2285,6860
2286,6883
2287,6901
2288,6890
2289,6874
2290,6890
2291,6890
2292,6881
2293,6840
2294,6876
2295,6874
2296,6883
2297,6876
2298,6883
2299,6876
2300,6894
2301,6883
2302,6869
2303,6860
2304,6876
2305,6847
2306,6876
2307,6863
2308,6894
2309,6847
2310,6883
2311,6894
2312,6883
2313,6881
2314,6890
2315,6874
2316,6887
2317,6890
2318,6867
2319,6894
2320,6867
2321,6890
2322,6869
2323,6876
2324,6883
2325,6890
2326,6834
2327,6863
2328,6887
2329,6869
2330,6874
2331,6883
2332,6860
2333,6876
2334,6874
2335,6867
2336,6883
2337,6890
2338,6874
2339,6869
2340,6890
2341,6881
2342,6876
2343,6860
2344,6854
2345,6883
2346,6876
2347,6869
2348,6894
2349,6876
2350,6869
2351,6869
2352,6883
2353,6856
2354,6901
2355,6867
2356,6901
2357,6887
2358,6876
2359,6867
2360,6890
2361,6874
2362,6863
2363,6860
2364,6883
2365,6869
2366,6894
2367,6854
2368,6890
2369,6863
2370,6883
2371,6874
2372,6867
2373,6876
2374,6874
2375,6874
2376,6834
2377,6876
2378,6883
2379,6883
2380,6860
2381,6869
2382,6869
2383,6860
2384,6887
2385,6863
2386,6869
2387,6876
2388,6869
2389,6883
2390,6867
2391,6894
2392,6918
2393,6881
2394,6863
2395,6854
2396,6883
2397,6883
2398,6876
2399,6876
2400,6887
2401,6894
2402,6869
2403,6856
2404,6876
2405,6883
2406,6876
2407,6856
2408,6890
2409,6894
2410,6876
2411,6874
2412,6874
2413,6876
2414,6883
2415,6894
2416,6890
2417,6869
2418,6901
2419,6894
2420,6869
2421,6863
2422,6883
2423,6883
2424,6887
2425,6903
2426,6881
2427,6867
2428,6854
2429,6876
2430,6881
2431,6867
2432,6863
2433,6883
2434,6883
2435,6883
2436,6876
2437,6876
2438,6890
2439,6854
2440,6890
2441,6876
2442,6876
2443,6901
2444,6860
2445,6869
2446,6874
2447,6847
2448,6854
2449,6860
2450,6860
2451,6894
2452,6863
2453,6860
2454,6887
2455,6876
2456,6883
2457,6883
2458,6860
2459,6874
2460,6874
2461,6856
2462,6847
2463,6869
2464,6854
2465,6869
2466,6925
2467,6894
2468,6883
2469,6876
2470,6867
2471,6883
2472,6883
2473,6876
2474,6869
2475,6883
2476,6874
2477,6860
2478,6860
2479,6887
2480,6883
2481,6894
2482,6860
2483,6874
2484,6894
2485,6883
2486,6881
2487,6869
2488,6876
2489,6883
2490,6876
2491,6876
2492,6856
2493,6890
2494,6883
2495,6890
